ut	field	country	funder_id	funder	Type	country_funder
000417995000019	Food science	DK	667	EU	Public	Supranational
000391105500009	Energy	DK	552	E.ON	Private	Other
000431613800008	Energy	DK	359	Danish Council for Independent Research	Public	DK
000431613800008	Energy	DK	968	Innovation Fund Denmark	Public	DK
000401376100010	Food science	DK	667	EU	Public	Supranational
000401376100010	Food science	DK	1539	Nordic Top-level Research Initiative	Public	Supranational
000272536200001	Energy	DK	365	Danish Energy Agency	Public	DK
000272536200001	Energy	DK	667	EU	Public	Supranational
000378448400112	Energy	DK	667	EU	Public	Supranational
000378448400112	Energy	DK	968	Innovation Fund Denmark	Public	DK
000363013900001	Food science	DK	1990	Technical University of Denmark	University	DK
000398191700002	Food science	DK	822	German Federal Ministry of Research and Technology	Public	Other
000398191700002	Food science	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000398191700002	Food science	DK	821	German Federal Ministry of Food and Agriculture (BMEL)	Public	NA
000353338800061	Energy	DK	667	EU	Public	Supranational
000303624600007	Energy	DK	667	EU	Public	Supranational
000397551300007	Food science	DK	325	DairyNZ	Private	NA
000397551300007	Food science	DK	1515	New Zealand Government	Public	Other
000361472600013	Energy	DK	64	Alfa Laval Copenhagen A/S (Denmark)	Private	DK
000361472600013	Energy	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000361472600013	Energy	DK	683	FAPESP	Public	NL
000361472600013	Energy	DK	683	FAPESP	Public	Other
000361472600013	Energy	DK	1990	Technical University of Denmark	University	DK
000303339200008	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000303339200008	Energy	DK	625	Energinet.dk	Private	DK
000303339200008	Energy	DK	667	EU	Public	Supranational
000310946000014	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000319701200014	Food science	DK	406	Danish National Advanced Technology Foundation	Public	DK
000319701200014	Food science	DK	1684	Pig Research Center	Private	DK
000319701200014	Food science	DK	291	Copenhagen University	University	DK
000292853100057	Energy	DK	182	Biotechnology and Biological Sciences Research Council (BBSRC)	Public	Other
000292853100057	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000292853100057	Energy	DK	450	Department for Envrionment, Food and Rural Affairs (DEFRA), UK	Public	Other
000335874300049	Energy	DK	1603	Norwegian Research Council	Public	NO
000284018100053	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000284018100053	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000284018100053	Energy	DK	411	Danish National Research Foundation	Public	DK
000284018100053	Energy	DK	359	Danish Council for Independent Research	Public	DK
000284018100053	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000284018100053	Energy	DK	1962	Swiss National Science Foundation	Public	Other
000448226600113	Energy	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000448226600113	Energy	DK	894	Helmholtz Association of German	Public	Other
000448226600113	Energy	DK	968	Innovation Fund Denmark	Public	DK
000310571300020	Food science	DK	331	Danida, Denmark	Public	DK
000310571300020	Food science	DK	359	Danish Council for Independent Research	Public	DK
000310571300020	Food science	DK	2398	Aarhus University	University	DK
000320745200015	Food science	DK	98	Arla Foods Amba	Private	DK
000320745200015	Food science	DK	483	DLF-Trifolium A/S	Private	NA
000320745200015	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000392619700001	Food science	DK	1130	Kenya Nutritionists & Dieticians Institute (KNDI)	NA	NA
000312231000022	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000406356600005	Energy	DK	1464	National natural science foundation of China	Public	Other
000426271500041	Food science	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000426271500041	Food science	DK	667	EU	Public	Supranational
000426271500041	Food science	DK	862	Green Development and Demonstration Program	Public	DK
000389109400044	Energy	DK	1990	Technical University of Denmark	University	DK
000405797600018	Energy	DK	667	EU	Public	Supranational
000270246900003	Energy	DK	421	Danish Research Agency	Public	DK
000270246900003	Energy	DK	667	EU	Public	Supranational
000344467200023	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000426012600029	Energy	DK	328	Dalian Institute of Chemical Physics	NA	Other
000426012600029	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000426012600029	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000426012600029	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000426012600029	Energy	DK	1957	Swedish research council	Public	Other
000389918200071	Food science	DK	1464	National natural science foundation of China	Public	Other
000389918200071	Food science	DK	1717	Program of International ST Cooperation	Public	Other
000267022500043	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000267022500043	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000425200700019	Energy	DK	968	Innovation Fund Denmark	Public	DK
000425200700019	Energy	DK	1656	Otto Moensted Foundation	Non-profit	DK
000430758200006	Energy	DK	365	Danish Energy Agency	Public	DK
000430758200006	Energy	DK	411	Danish National Research Foundation	Public	DK
000412043300061	Energy	DK	667	EU	Public	Supranational
000336192100063	Food science	DK	2398	Aarhus University	University	DK
000336192100063	Food science	DK	98	Arla Foods Amba	Private	DK
000336192100063	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000336192100063	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000336192100063	Food science	DK	395	Danish Milk Levy Foundation	Public	DK
000336192100063	Food science	DK	1948	Swedish Farmers' Foundation for Agricultural Research (SLF)	Private	Other
000336192100063	Food science	DK	2048	the Milk Levy Fund	NA	NA
000412259000010	Food science	DK	339	Danish Agricultural and Veterinary Research Council	NA	DK
000430537000024	Energy	DK	359	Danish Council for Independent Research	Public	DK
000430537000024	Energy	DK	968	Innovation Fund Denmark	Public	DK
000430537000024	Energy	DK	2118	Toyota Motor Corporation	Private	NA
000430537000024	Energy	DK	2326	Villum Foundation	Non-profit	DK
000348039300035	Food science	DK	667	EU	Public	Supranational
000453339300014	Energy	DK	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000438660400012	Energy	DK	968	Innovation Fund Denmark	Public	DK
000279305200002	Food science	DK	417	Danish Poultry Council	NA	DK
000279305200002	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000379271800074	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000379271800074	Energy	DK	1464	National natural science foundation of China	Public	Other
000391722100016	Energy	DK	365	Danish Energy Agency	Public	DK
000292223100031	Energy	DK	2294	University, State and Commonwealth Governments	Public	NA
000319493100006	Food science	DK	371	Danish Fish Immunology Research Centre	NA	DK
000319493100006	Food science	DK	2027	Thailand Research Fund (TRF)	Public	Other
000400366900025	Food science	DK	1347	Ministero dell'Istruzione, dell'Universita e della Ricerca	Public	Other
000301898800011	Food science	DK	291	Copenhagen University	University	DK
000370717900061	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000370717900061	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000370717900061	Energy	DK	411	Danish National Research Foundation	Public	DK
000370717900061	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000370717900061	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000393744800013	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000338116700020	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000338116700020	Energy	DK	361	Danish Council for Technology and Innovation	Public	DK
000338116700020	Energy	DK	411	Danish National Research Foundation	Public	DK
000338116700020	Energy	DK	667	EU	Public	Supranational
000344240100019	Energy	DK	1603	Norwegian Research Council	Public	NO
000344240100019	Energy	DK	667	EU	Public	Supranational
000364265700008	Food science	DK	98	Arla Foods Amba	Private	DK
000364265700008	Food science	DK	363	Danish Dairy Board	NA	DK
000364265700008	Food science	DK	291	Copenhagen University	University	DK
000404555100008	Food science	DK	843	Gordon and Betty Moore Foundation	NA	Other
000445316300006	Food science	DK	667	EU	Public	Supranational
000411544400099	Energy	DK	42	Agriculture and Horticulture Development Board	NA	NA
000411544400099	Energy	DK	182	Biotechnology and Biological Sciences Research Council (BBSRC)	Public	Other
000387885100008	Food science	DK	1812	Royal Dutch Warmblood Studbook (KWPN)	NA	NA
000312759700033	Energy	DK	622	Energi Fyn	NA	NA
000333123900001	Energy	DK	667	EU	Public	Supranational
000293035100007	Energy	DK	359	Danish Council for Independent Research	Public	DK
000293035100007	Energy	DK	1925	Statens Serum Institut	NA	DK
000293035100007	Energy	DK	1990	Technical University of Denmark	University	DK
000293035100007	Energy	DK	291	Copenhagen University	University	DK
000347594000012	Energy	DK	667	EU	Public	Supranational
000335262200008	Energy	DK	883	Hebei Province Education Department	Public	Other
000335262200008	Energy	DK	1464	National natural science foundation of China	Public	Other
000381539900025	Food science	DK	331	Danida, Denmark	Public	DK
000381539900025	Food science	DK	2365	WHO	Non-profit	Other
000329766300047	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000285361300004	Food science	DK	667	EU	Public	Supranational
000285361300004	Food science	DK	522	Dutch Ministry of Agriculture, Nature and Food Quality	Public	NL
000383857800001	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000293320100036	Energy	DK	488	DONG Energy	Private	DK
000293320100036	Energy	DK	365	Danish Energy Agency	Public	DK
000293320100036	Energy	DK	2309	Vattenfall	Private	Other
000264009100002	Energy	DK	625	Energinet.dk	Private	DK
000445988400018	Food science	DK	39	Agricultural Transformation by Innovation (AGTRAIN)	NA	NA
000445988400018	Food science	DK	239	CGIAR	Non-profit	DK
000445988400018	Food science	DK	239	CGIAR	Non-profit	NO
000445988400018	Food science	DK	239	CGIAR	Non-profit	Other
000445988400018	Food science	DK	265	Climate and Clean Air Coalition (CCAC)	NA	NA
000445988400018	Food science	DK	667	EU	Public	Supranational
000398952000045	Energy	DK	1450	National Basic Research Program of China	Public	Other
000398952000045	Energy	DK	1464	National natural science foundation of China	Public	Other
000398736700071	Energy	DK	365	Danish Energy Agency	Public	DK
000398736700071	Energy	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000305284800005	Energy	DK	1947	Swedish Environmental Protection Agency	NA	Other
000305284800005	Energy	DK	1957	Swedish research council	Public	Other
000307906300005	Energy	DK	667	EU	Public	Supranational
000354364500001	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000354364500001	Energy	DK	667	EU	Public	Supranational
000354364500001	Energy	DK	1603	Norwegian Research Council	Public	NO
000395353600033	Energy	DK	154	Beijing Science and Technology Commission	NA	Other
000395353600033	Energy	DK	155	Beijing Science and Technology Council	NA	Other
000395353600033	Energy	DK	1408	Ministry of Science and Technology of China	Public	Other
000395353600033	Energy	DK	1464	National natural science foundation of China	Public	Other
000433184200001	Energy	DK	968	Innovation Fund Denmark	Public	DK
000330282200009	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000414817100080	Energy	DK	968	Innovation Fund Denmark	Public	DK
000414818700048	Energy	DK	1617	Novozymes	Private	DK
000414818700048	Energy	DK	1990	Technical University of Denmark	University	DK
000443624500046	Energy	DK	2326	Villum Foundation	Non-profit	DK
000276036700074	Energy	DK	1481	National Science Council of Taiwan	Public	Other
000443535000004	Food science	DK	667	EU	Public	Supranational
000364376800014	Energy	DK	1990	Technical University of Denmark	University	DK
000380289900055	Food science	DK	683	FAPESP	Public	NL
000380289900055	Food science	DK	683	FAPESP	Public	Other
000338254900002	Food science	DK	667	EU	Public	Supranational
000395865900048	Energy	DK	667	EU	Public	Supranational
000311660200011	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000289487500001	Energy	DK	421	Danish Research Agency	Public	DK
000293512000011	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000299213900010	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000323514200019	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000401328500051	Energy	DK	2268	University of Southern Denmark	University	DK
000303187200003	Food science	DK	338	Danish Agricultural Advisory Service	NA	NA
000303187200003	Food science	DK	338	Danish Agricultural Advisory Service	Public	DK
000303187200003	Food science	DK	339	Danish Agricultural and Veterinary Research Council	NA	DK
000321008200009	Food science	DK	182	Biotechnology and Biological Sciences Research Council (BBSRC)	Public	Other
000295661500009	Energy	DK	622	Energi Fyn	NA	NA
000297001400010	Energy	DK	667	EU	Public	Supranational
000292690500042	Food science	DK	1671	People's Republic of China	Public	Other
